OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
THORAD AGENA D DEB,1970-025CB,2022-12-14T20:51:39.805344,13.54439792,.000318,100.1706,16.6979,149.2053,27.2391,0,U,4717,999,60005,.18097E-3,.76E-6,0
THORAD AGENA D DEB,1970-025CC,2022-12-14T20:54:01.749312,14.02310463,.0105056,100.0276,304.2289,31.5776,329.1634,0,U,4718,999,67498,.6237E-3,.952E-5,0
THORAD AGENA D DEB,1970-025CD,2022-12-14T17:34:54.358176,13.94029457,.0125446,99.9216,281.1551,10.7794,349.6008,0,U,4719,999,66401,.52906E-3,.696E-5,0
THORAD AGENA D DEB,1970-025CE,2022-12-15T03:01:03.056448,14.01060227,.0086951,100.0680,156.7933,141.6034,219.1358,0,U,4720,999,67140,.86222E-3,.1284E-4,0
COSMOS 375 DEB,1970-091U,2022-12-14T16:38:32.131680,14.98616648,.0124174,62.7324,148.6925,243.8459,114.9823,0,U,4723,999,64241,.15206E-2,.21379E-3,0
COSMOS 375 DEB,1970-091V,2022-12-14T16:57:52.870752,14.01747589,.0498295,62.7895,340.0201,345.3383,13.3640,0,U,4724,999,57793,.13807E-2,.6228E-4,0
COSMOS 375 DEB,1970-091Y,2022-12-14T16:49:20.105760,14.00041142,.0499985,62.6963,109.2435,332.7495,24.8096,0,U,4727,999,57283,.4748E-3,.1959E-4,0
COSMOS 375 DEB,1970-091Z,2022-12-14T16:26:02.316192,13.50441061,.0748519,62.8914,68.4857,140.7710,225.0098,0,U,4728,999,50341,.75209E-3,.2866E-4,0
THORAD AGENA D DEB,1970-025CG,2022-12-14T13:34:44.983488,14.51964726,.0120411,99.8858,110.2081,121.1894,240.1165,0,U,4733,999,71858,.69791E-3,.3032E-4,0
THORAD AGENA D DEB,1970-025CH,2022-12-14T10:36:20.663712,13.84233363,.0083768,100.1392,307.7041,85.2088,275.8623,0,U,4734,999,64569,.62575E-3,.667E-5,0
THORAD AGENA D DEB,1970-025CJ,2022-12-15T07:26:24.020736,14.49368381,.0045683,99.6473,115.8110,24.3011,336.0319,0,U,4735,999,70792,.13025E-2,.499E-4,0
THORAD AGENA D DEB,1970-025CK,2022-12-14T15:27:42.521760,14.00325407,.0092076,100.0593,224.6952,39.7564,321.0298,0,U,4736,999,66727,.1504E-3,.178E-5,0
THORAD AGENA D DEB,1970-025CL,2022-12-14T13:13:33.426912,14.14522351,.0030517,99.0212,283.4529,156.7907,203.4651,0,U,4737,999,66579,.1669E-2,.3172E-4,0
THORAD AGENA D DEB,1970-025CM,2022-12-14T17:38:58.039872,14.07071788,.0051052,100.1156,172.8522,156.9142,203.4332,0,U,4738,999,65964,.135E-2,.2231E-4,0
THORAD AGENA D DEB,1970-025CN,2022-12-15T06:37:32.180160,13.90937227,.0004797,99.9249,98.7974,203.1839,186.0707,0,U,4739,999,63614,.13516E-2,.1644E-4,0
THORAD AGENA D DEB,1970-025CQ,2022-12-14T17:24:35.355744,11.94273000,.0789197,100.2579,335.9458,99.4650,67.8500,0,U,4741,999,29631,.26932E-3,.23E-6,0
THORAD AGENA D DEB,1970-025CR,2022-12-14T20:42:58.433184,13.53787897,.0019677,100.1693,11.9582,49.7721,125.6412,0,U,4742,999,59673,.21863E-3,.101E-5,0
THORAD AGENA D DEB,1970-025CS,2022-12-14T21:49:21.747936,13.57133399,.0035755,100.0395,30.0963,261.9107,274.7714,0,U,4743,999,59930,.47758E-3,.295E-5,0
THORAD AGENA D DEB,1970-025CT,2022-12-14T22:02:21.299712,13.56420628,.0015875,100.1236,323.0783,160.3696,199.8054,0,U,4744,999,60207,.29076E-3,.158E-5,0
THORAD AGENA D DEB,1970-025CU,2022-12-14T13:16:50.996064,13.92585213,.0027032,100.1135,187.6819,147.4961,212.7866,0,U,4745,999,64309,.11024E-2,.1375E-4,0
THORAD AGENA D DEB,1970-025CV,2022-12-15T09:46:42.841056,14.97193035,.0010121,99.9798,326.5226,33.3621,326.8230,0,U,4746,999,69833,.6972E-2,.81559E-3,0
THORAD AGENA D DEB,1970-025CW,2022-12-14T13:49:22.550880,13.62846431,.0005794,99.9951,102.6478,101.5158,258.6633,0,U,4748,999,60840,.61805E-3,.436E-5,0
THORAD AGENA D DEB,1970-025CX,2022-12-15T01:17:07.000800,13.81428639,.0014685,99.1021,211.0662,197.6967,162.3677,0,U,4749,999,62675,.86165E-3,.875E-5,0
THORAD AGENA D DEB,1970-025CZ,2022-12-14T18:25:32.643552,13.83091490,.0003119,100.1466,324.2511,136.7357,223.4040,0,U,4751,999,62824,.11096E-2,.1164E-4,0
THORAD AGENA D DEB,1970-025DA,2022-12-15T05:55:10.270560,14.06079475,.0024218,99.9038,346.1237,347.4859,12.5702,0,U,4752,999,65397,.13079E-2,.2101E-4,0
THORAD AGENA D DEB,1970-025DB,2022-12-14T19:55:24.138336,13.80472289,.0006068,100.0273,22.4466,44.2086,315.9548,0,U,4753,999,62590,.10263E-2,.1025E-4,0
THORAD AGENA D DEB,1970-025DC,2022-12-15T04:54:51.150816,14.13970615,.0021688,99.6177,175.0355,290.9197,68.9651,0,U,4754,999,65212,.17873E-2,.3352E-4,0
THORAD AGENA D DEB,1970-025DD,2022-12-15T01:27:41.302944,13.90069439,.0006087,100.1289,61.8115,140.7113,219.4484,0,U,4755,999,63282,.13639E-2,.1633E-4,0
THORAD AGENA D DEB,1970-025DE,2022-12-14T10:16:18.062976,13.48874287,.0028224,100.2633,329.1974,51.2577,309.1071,0,U,4756,999,58986,.26596E-3,.119E-5,0
THORAD AGENA D DEB,1970-025DF,2022-12-14T15:32:07.577952,13.62444241,.0012867,99.5233,235.7536,117.3946,242.8506,0,U,4757,999,60628,.6074E-3,.428E-5,0
THORAD AGENA D DEB,1970-025DH,2022-12-14T17:43:49.863648,13.72795915,.000313,99.9645,275.7344,319.6515,116.7502,0,U,4759,999,61902,.89031E-3,.771E-5,0
THORAD AGENA D DEB,1970-025DJ,2022-12-14T16:24:07.710048,14.11921357,.0038862,99.5024,284.1324,118.4153,242.0942,0,U,4764,999,64412,.15108E-2,.2733E-4,0
THORAD AGENA D DEB,1970-025DK,2022-12-14T20:20:09.384576,14.55672522,.0062313,99.6067,202.7622,51.8270,308.8514,0,U,4765,999,72017,.10865E-2,.4814E-4,0
THORAD AGENA D DEB,1970-025DL,2022-12-14T13:43:07.572288,13.55495579,.0008611,99.9810,97.7497,282.2928,89.4204,0,U,4766,999,60351,.19305E-3,.88E-6,0
THORAD AGENA D DEB,1970-025DM,2022-12-14T20:31:27.081984,13.72328338,.0053175,100.0254,20.6535,272.6943,264.9434,0,U,4767,999,62649,.35262E-3,.276E-5,0
THORAD AGENA D DEB,1970-025DN,2022-12-14T10:42:48.234240,13.70260800,.0030698,100.1381,297.2501,21.8687,99.7471,0,U,4768,999,62290,.33153E-3,.244E-5,0
THORAD AGENA D DEB,1970-025DP,2022-12-14T17:07:10.857504,14.64683630,.0043327,99.6032,254.8655,168.1158,192.1073,0,U,4769,999,68430,.1749E-2,.9382E-4,0
THORAD AGENA D DEB,1970-025DS,2022-12-14T21:05:22.379136,13.24916851,.0182898,99.7562,203.8513,94.1873,282.1833,0,U,4772,999,53249,.1299E-2,.575E-5,0
THORAD AGENA D DEB,1970-025DT,2022-12-14T14:35:48.046272,13.55444280,.003064,100.1284,348.9023,181.9218,303.2530,0,U,4773,999,59449,.65684E-3,.41E-5,0
THORAD AGENA D DEB,1970-025DU,2022-12-15T05:14:08.661120,13.76733474,.0046591,99.7017,71.6192,200.7694,185.0260,0,U,4774,999,61411,.16045E-2,.1543E-4,0
THORAD AGENA D DEB,1970-025DW,2022-12-15T09:52:02.925408,13.94501183,.0018555,100.1287,152.4682,189.5651,200.3297,0,U,4776,999,56019,.14507E-2,.1886E-4,0
THORAD AGENA D DEB,1970-025DX,2022-12-14T21:18:36.156672,13.85690425,.0008874,99.9987,354.7900,218.5831,259.8050,0,U,4777,999,62932,.1187E-2,.1309E-4,0
THORAD AGENA D DEB,1970-025DY,2022-12-14T21:01:19.278912,13.54859040,.0035162,100.1194,10.4826,349.6677,134.4936,0,U,4778,999,59799,.30313E-3,.162E-5,0
COSMOS 381,1970-102A,2022-12-14T17:27:09.869184,13.74840860,.0031824,74.0328,336.0421,275.7320,84.0171,0,U,4783,999,61016,.4939E-4,.24E-6,0
SL-8 R/B,1970-102B,2022-12-15T05:12:48.539808,13.76770995,.002644,74.0299,244.7295,180.9590,339.7414,0,U,4784,999,61350,.3381E-4,.11E-6,0
COSMOS 382,1970-103A,2022-12-15T07:28:54.792192,8.42042007,.133844,55.8728,289.7743,328.0035,190.5941,0,U,4786,999,60076,0,-.23E-6,0
SL-12 R/B(AUX MOTOR),1970-103B,2022-12-14T14:49:46.784640,9.06805602,.1800926,51.5971,304.4124,207.6392,334.3658,0,U,4789,999,72381,.57403E-2,.82E-6,0
SL-12 R/B(AUX MOTOR),1970-103C,2022-12-14T14:19:07.887648,9.05053670,.1788676,51.5881,103.2483,88.4606,291.9155,0,U,4790,999,72015,-.27091E-2,-.92E-6,0
NOAA 1,1970-106A,2022-12-14T17:09:59.842080,12.54009875,.0031303,101.5338,47.8199,331.6551,145.6755,0,U,4793,999,38018,.39856E-4,-.37E-6,0
DELTA 1 R/B(CEP 1),1970-106B,2022-12-15T08:41:14.578656,12.53243584,.0036609,101.4314,32.4720,337.4531,32.0722,0,U,4794,999,77152,-.14339E-4,-.45E-6,0
COSMOS 385,1970-108A,2022-12-14T19:28:52.264992,13.76817361,.0004679,74.0217,2.6548,234.8599,298.3641,0,U,4799,999,61232,.3556E-4,.12E-6,0
SL-8 R/B,1970-108B,2022-12-14T12:24:37.619712,13.78744162,.0010343,74.0222,271.9212,260.1437,99.8518,0,U,4800,999,61555,.60696E-4,.39E-6,0
SL-3 R/B,1970-113B,2022-12-14T19:20:15.091872,15.44386359,.0020141,81.1381,139.1763,5.4923,354.6538,0,U,4814,999,84305,.31121E-3,.14515E-3,0
THORAD AGENA D DEB,1970-025DZ,2022-12-14T13:45:18.696384,13.09280756,.0264229,99.7807,338.3048,266.2299,220.2171,0,U,4818,999,51216,.1505E-3,.2E-6,0
THORAD AGENA D DEB,1970-025EA,2022-12-14T16:30:58.898016,14.18087587,.0041997,100.1079,150.2064,250.8476,108.8147,0,U,4819,999,66142,.2069E-2,.4228E-4,0
THORAD AGENA D DEB,1970-025EB,2022-12-14T22:22:27.354720,14.41714142,.0022036,99.7024,133.2004,1.3285,358.7955,0,U,4820,999,65985,.36296E-2,.11839E-3,0
THORAD AGENA D DEB,1970-025EC,2022-12-14T12:56:23.250336,13.58158153,.0009685,100.0788,338.8636,167.3144,315.6253,0,U,4821,999,60278,.42799E-3,.263E-5,0
THORAD AGENA D DEB,1970-025ED,2022-12-14T17:23:12.308928,14.05271626,.0058402,99.3507,83.4436,68.4202,292.3174,0,U,4822,999,60987,.93198E-3,.1484E-4,0
COSMOS 374 DEB,1970-089T,2022-12-14T06:29:56.451264,12.64620321,.0876587,63.0429,303.2149,290.3539,60.5433,0,U,4823,999,37452,.30798E-3,.19E-5,0
THORAD AGENA D DEB,1970-025EE,2022-12-15T02:53:26.962944,14.00045124,.0013895,99.9160,215.0300,83.8886,276.3858,0,U,4842,999,64355,.45098E-3,.613E-5,0
OPS 0100 DEB,1967-034E,2022-12-13T06:41:31.206624,13.52147683,.0025861,90.4231,90.1014,251.6545,134.4251,0,U,4843,999,10038,.23221E-3,.161E-5,0
THORAD AGENA D DEB,1970-025EG,2022-12-15T01:52:15.294720,15.04464101,.0011433,99.6655,41.5956,283.8653,76.1294,0,U,4852,999,71890,.47641E-2,.67265E-3,0
THORAD AGENA D DEB,1970-025EJ,2022-12-14T13:20:22.453152,13.56031240,.0016832,99.4825,219.2468,180.2701,242.0862,0,U,4854,999,59921,.29672E-3,.165E-5,0
THORAD AGENA D DEB,1970-025EK,2022-12-14T15:55:38.583264,13.72228126,.0015646,99.9430,233.7282,97.1827,325.4902,0,U,4855,999,62118,.6973E-3,.588E-5,0
THORAD AGENA D DEB,1970-025EL,2022-12-14T13:21:48.231936,14.08127922,.0156554,99.8002,345.5504,230.0529,128.6797,0,U,4856,999,69002,.28966E-3,.5E-5,0
THORAD AGENA D DEB,1970-025EM,2022-12-14T13:02:47.300928,14.17695281,.0053075,99.7385,93.2662,97.0922,263.6289,0,U,4857,999,64129,.10685E-2,.2155E-4,0
THORAD AGENA D DEB,1970-025EP,2022-12-13T15:34:25.131936,13.58668941,.0049845,99.9728,44.7785,263.7960,255.2471,0,U,4859,999,59352,.75448E-3,.509E-5,0
THORAD AGENA D DEB,1970-025EU,2022-12-15T09:46:14.784384,13.48860209,.0047173,99.3698,150.7465,84.7191,304.3057,0,U,4864,999,58882,.30996E-3,.154E-5,0
THORAD AGENA D DEB,1970-025EX,2022-12-14T20:18:31.095936,13.99495233,.0137106,99.6615,203.2998,346.9465,12.8163,0,U,4867,999,67549,.26791E-3,.374E-5,0
THORAD AGENA D DEB,1970-025EY,2022-12-14T10:51:12.913056,13.96566251,.0057586,99.7367,318.4442,263.9495,95.5101,0,U,4868,999,65611,.57142E-3,.752E-5,0
THORAD AGENA D DEB,1970-025FB,2022-12-15T00:46:30.554976,15.77769465,.001011,99.6683,198.6664,31.0990,329.0865,0,U,4871,999,72466,.11834E-1,.2274647E-1,0
INTELSAT 4-F2,1971-006A,2022-12-14T15:01:01.511616,0.98838424,.0011898,7.6389,292.1883,64.8123,150.6118,0,U,4881,999,10897,0,-.5E-6,0
ATLAS CENTAUR R/B,1971-006B,2022-12-12T21:54:46.847808,2.20684103,.7169633,28.1051,310.0427,100.2015,350.6174,0,U,4882,999,41807,-.12335E-3,-.211E-5,0
THORAD AGENA D DEB,1969-082HE,2022-12-15T10:54:01.674720,14.36952737,.0046374,70.1726,117.0321,318.1928,41.5660,0,U,4895,999,75942,.41521E-3,.1189E-4,0
NATO 2B,1971-009A,2022-12-15T10:21:00.167616,1.00271786,.0004329,4.4210,279.3642,188.4041,25.9671,0,U,4902,999,10578,0,-.63E-6,0
DELTA 1 R/B,1971-009B,2022-12-13T11:50:05.942976,4.09898369,.5969476,25.4627,85.5060,6.3383,358.7007,0,U,4903,999,54351,.14598E-2,.9301E-4,0
TITAN 3C TRANSTAGE DEB,1965-082SV,2022-12-14T06:59:24.905472,14.57672301,.0048506,32.4870,328.2668,80.4462,280.1665,0,U,4907,999,3100,.1067E-3,.532E-5,0
THORAD AGENA D DEB,1970-025FG,2022-12-14T19:48:36.376128,14.01864203,.0115632,99.4584,350.7724,278.5036,80.3038,0,U,4910,999,62583,.22579E-2,.3594E-4,0
THORAD AGENA D DEB,1970-025FH,2022-12-14T16:21:45.779040,14.21206799,.006934,99.9795,31.6960,297.6020,61.8123,0,U,4911,999,68901,.83349E-3,.1804E-4,0
THORAD AGENA D DEB,1970-025FJ,2022-12-14T21:02:44.238624,14.15521902,.004426,99.7449,319.2456,282.6669,76.9555,0,U,4912,999,67280,.12697E-2,.2454E-4,0
THORAD AGENA D DEB,1970-025FK,2022-12-15T10:18:11.952864,13.99430007,.0138789,99.8931,321.9219,46.3387,314.9181,0,U,4913,999,67537,.61495E-3,.922E-5,0
THORAD AGENA D DEB,1970-025FL,2022-12-14T14:30:40.152960,13.61054574,.0081775,99.4127,309.1272,270.3476,151.8619,0,U,4914,999,60043,.31447E-2,.2397E-4,0
THORAD AGENA D DEB,1970-025FQ,2022-12-14T13:47:11.879520,13.28242529,.0162699,99.4775,218.1402,254.1508,104.1628,0,U,4918,999,54253,.48396E-3,.196E-5,0
THORAD AGENA D DEB,1970-025FR,2022-12-15T00:27:03.017088,14.10420406,.0047208,100.0657,263.8031,358.3071,1.7928,0,U,4919,999,66934,.11163E-2,.1952E-4,0
THORAD AGENA D DEB,1970-025FS,2022-12-14T17:24:57.227904,13.48823529,.009233,99.4375,287.6359,330.2321,94.5582,0,U,4920,999,58083,.66087E-3,.382E-5,0
THORAD AGENA D DEB,1970-025FT,2022-12-14T09:27:13.601952,14.32063735,.005242,99.7465,321.7166,193.2345,166.7463,0,U,4921,999,69131,.13364E-2,.3593E-4,0
COSMOS 394,1971-010A,2022-12-15T10:55:09.406272,15.32036752,.0023793,65.8261,72.5857,272.5911,87.2508,0,U,4922,999,86060,.10107E-3,.2952E-4,0
THORAD AGENA D DEB,1970-025FU,2022-12-14T17:52:07.455072,12.72210854,.0438616,99.7534,67.5283,209.6737,273.3069,0,U,4928,999,43600,.13388E-2,.368E-5,0
THORAD AGENA D DEB,1970-025FV,2022-12-14T23:48:39.288096,12.64474436,.0456738,99.6571,166.2630,297.8568,223.7215,0,U,4929,999,42318,.11667E-2,.286E-5,0
THORAD AGENA D DEB,1970-025FY,2022-12-14T18:05:10.451616,13.88975729,.0029055,99.7643,274.5308,142.1680,272.5386,0,U,4932,999,62477,.17896E-2,.2127E-4,0
THORAD AGENA D DEB,1970-025GA,2022-12-14T09:56:51.387360,13.72930614,.0006615,100.0614,32.8165,215.4172,262.0554,0,U,4934,999,62101,.69329E-3,.59E-5,0
THORAD AGENA D DEB,1970-025GB,2022-12-15T09:00:26.909280,13.84235637,.0065918,99.8935,31.6521,128.5585,246.8545,0,U,4935,999,64026,.62826E-3,.665E-5,0
THORAD AGENA D DEB,1969-082HJ,2022-12-13T17:59:05.973216,14.64138134,.0027158,70.1329,261.2829,203.7898,156.1992,0,U,4938,999,78446,.66835E-3,.3469E-4,0
COSMOS 375 DEB,1970-091AK,2022-12-15T02:59:44.016864,12.94276429,.0899851,63.0740,175.2314,171.3669,190.4065,0,U,4942,999,44985,.2613E-3,.399E-5,0
THORAD AGENA D DEB,1970-025GD,2022-12-15T01:04:56.157024,13.09984066,.0227896,99.6781,57.9656,267.5283,213.2352,0,U,4943,999,51449,.66805E-3,.223E-5,0
THORAD AGENA D DEB,1970-025GF,2022-12-14T10:06:50.998176,13.85760100,.0098566,99.8589,298.8237,264.0980,94.8932,0,U,4945,999,61717,.17755E-2,.2064E-4,0
THORAD AGENA D DEB,1970-025GG,2022-12-15T11:22:06.497184,13.78861141,.0015462,99.6667,64.8225,93.3526,279.3274,0,U,4946,999,62678,.11092E-2,.1084E-4,0
THORAD AGENA D DEB,1970-025GJ,2022-12-14T16:34:14.429856,13.48323002,.0211734,99.5127,238.0803,110.9293,307.9476,0,U,4948,999,56556,.11388E-2,.769E-5,0
THORAD AGENA D DEB,1970-025GL,2022-12-15T03:55:04.455264,13.09769177,.0221478,99.7684,322.7793,90.8698,285.1746,0,U,4950,999,51628,.79013E-3,.271E-5,0
THORAD AGENA D DEB,1970-025GM,2022-12-14T17:49:10.082784,13.60321839,.0018341,100.0428,280.5425,74.9304,344.2774,0,U,4951,999,60868,.35385E-3,.219E-5,0
TANSEI-1 (MS-T1),1971-011A,2022-12-14T22:05:31.434144,13.58515098,.0079792,29.6687,47.3483,331.9632,193.1395,0,U,4952,999,57480,.35299E-4,.92E-6,0
OPS 5268 (DMSP 5A F3),1971-012A,2022-12-14T20:15:49.733568,14.40656528,.0037275,98.6427,193.8086,303.7491,56.0148,0,U,4953,999,71433,.10491E-3,.292E-5,0
THOR BURNER 2 R/B,1971-012B,2022-12-14T21:20:02.823648,14.38486425,.0038282,98.4882,206.7626,110.1587,250.3725,0,U,4954,999,71172,.81608E-4,.208E-5,0
COSMOS 397,1971-015A,2022-12-15T06:37:16.349952,12.74311158,.1023168,65.7242,312.6640,30.1482,335.4560,0,U,4964,999,40715,.11499E-3,.16E-5,0
THORAD AGENA D DEB,1970-025GN,2022-12-14T17:50:28.986720,13.61678575,.0020083,100.0540,289.7339,341.9012,85.4823,0,U,4968,999,61007,.25791E-3,.15E-5,0
THORAD AGENA D DEB,1970-025GQ,2022-12-15T10:32:43.365120,13.58270722,.0036324,99.8257,283.5891,194.9712,285.0142,0,U,4970,999,60120,.55981E-3,.363E-5,0
THORAD AGENA D DEB,1970-025GR,2022-12-15T01:58:04.405152,12.83903522,.0342788,99.8967,38.4833,125.8572,301.8696,0,U,4971,999,46379,.56054E-3,.138E-5,0
THORAD AGENA D DEB,1970-025GT,2022-12-15T05:13:10.896672,14.01136947,.0093559,100.0551,343.0620,193.2933,166.5761,0,U,4973,999,66086,.44612E-3,.643E-5,0
THORAD AGENA D DEB,1970-025GX,2022-12-13T06:10:34.010976,13.52078153,.002044,100.0174,90.4191,169.5307,220.1523,0,U,4977,999,59671,.17259E-3,.68E-6,0
THORAD AGENA D DEB,1970-025GZ,2022-12-15T06:03:59.398848,13.59290771,.0012828,100.1627,169.8102,68.5420,107.0812,0,U,4979,999,60809,.2784E-3,.157E-5,0
THORAD AGENA D DEB,1970-025HA,2022-12-14T21:32:15.158688,13.60847147,.0007799,99.3989,216.1770,183.9623,242.4797,0,U,4980,999,60600,.41818E-3,.274E-5,0
THORAD AGENA D DEB,1970-025HC,2022-12-14T21:44:30.254208,13.40303648,.0080383,99.6022,19.8136,180.9507,303.1711,0,U,4982,999,57194,.2917E-3,.121E-5,0
THORAD AGENA D DEB,1970-025HG,2022-12-15T00:13:32.433024,13.42557169,.0053962,99.8728,249.2669,314.7556,58.3438,0,U,4986,999,57908,.18381E-3,.61E-6,0
THORAD AGENA D DEB,1970-025HH,2022-12-15T03:14:36.390624,13.48745378,.0039796,99.4874,309.2931,67.4940,308.3103,0,U,4987,999,59083,.17244E-3,.67E-6,0
THORAD AGENA D DEB,1970-025HJ,2022-12-14T16:39:42.157152,13.65000499,.0016723,99.9139,285.9251,286.7207,191.2497,0,U,4988,999,60898,.63986E-3,.471E-5,0
THORAD AGENA D DEB,1970-025HK,2022-12-14T13:01:12.817344,13.66679458,.0129065,99.6890,196.0002,235.2709,152.5483,0,U,4989,999,58615,.17096E-2,.146E-4,0
THORAD AGENA D DEB,1970-025HL,2022-12-14T12:00:28.297728,13.96457823,.0060572,100.0373,350.4222,256.8777,102.5617,0,U,4990,999,64141,.13418E-2,.183E-4,0
THORAD AGENA D DEB,1970-025HM,2022-12-14T14:51:39.210912,13.53378584,.0020391,100.0992,122.2357,350.2821,24.1893,0,U,4991,999,60126,.636E-4,-.4E-7,0
THORAD AGENA D DEB,1970-025HN,2022-12-14T08:47:15.571680,13.60352210,.0015924,100.0705,135.0962,305.9941,82.6319,0,U,4992,999,60899,.39014E-3,.245E-5,0
THORAD AGENA D DEB,1970-025HP,2022-12-14T09:41:55.834080,13.97924951,.009294,100.2135,330.9084,155.8022,204.7544,0,U,4993,999,66003,.5262E-3,.721E-5,0
THORAD AGENA D DEB,1970-025HS,2022-12-14T16:35:27.127680,13.99302323,.0080182,100.3320,267.6875,254.3381,104.8921,0,U,4996,999,63834,.14538E-2,.2117E-4,0
THORAD AGENA D DEB,1970-025HT,2022-12-14T07:50:03.270336,13.95561372,.0047121,99.9450,124.7114,336.5193,23.3814,0,U,4997,999,65550,.13456E-2,.1795E-4,0
THORAD AGENA D DEB,1970-025HU,2022-12-14T15:31:40.789632,13.52892858,.0009554,100.0214,295.0307,353.4395,182.3426,0,U,4998,999,60040,.78271E-4,.6E-7,0
THORAD AGENA D DEB,1970-025HW,2022-12-15T03:48:45.360576,12.68921997,.0497267,99.7845,43.0767,198.4095,185.5497,0,U,5000,999,42962,.123E-2,.358E-5,0
COSMOS 397 DEB,1971-015D,2022-12-14T19:27:48.525984,13.54145400,.0684598,65.8429,223.5167,171.3740,189.9829,0,U,5010,999,47427,.78148E-3,.2387E-4,0
COSMOS 397 DEB,1971-015E,2022-12-14T16:30:07.885728,14.01500288,.0507892,65.6725,345.6076,285.3202,69.2301,0,U,5011,999,53958,.18617E-2,.8811E-4,0
COSMOS 397 DEB,1971-015F,2022-12-14T20:50:21.491520,14.03227959,.0496795,65.7426,192.2350,144.6916,218.8163,0,U,5012,999,51821,.14869E-2,.6969E-4,0
COSMOS 397 DEB,1971-015G,2022-12-14T15:01:35.005440,13.10605811,.0880478,65.7892,76.7439,306.4152,45.8741,0,U,5013,999,43621,.54564E-3,.1352E-4,0
COSMOS 397 DEB,1971-015H,2022-12-14T14:34:32.835072,13.67827388,.062429,65.5927,310.2029,113.3969,253.3994,0,U,5014,999,49975,.45994E-3,.1464E-4,0
COSMOS 397 DEB,1971-015J,2022-12-14T18:58:08.196096,13.53745666,.0692361,65.7087,112.7538,195.3554,162.5510,0,U,5015,999,49056,.21037E-2,.6785E-4,0
COSMOS 397 DEB,1971-015K,2022-12-14T11:19:55.862112,13.50578240,.0713726,65.8199,298.8951,334.1766,22.5205,0,U,5016,999,47953,.19225E-2,.6326E-4,0
COSMOS 397 DEB,1971-015L,2022-12-15T10:31:46.082784,13.37600027,.0761281,65.7122,245.9502,341.7757,15.7302,0,U,5017,999,46791,.12966E-2,.3783E-4,0
COSMOS 397 DEB,1971-015M,2022-12-15T08:54:58.487328,12.79714356,.1001613,65.7128,345.7900,4.8937,356.1025,0,U,5018,999,41549,.1017E-3,.138E-5,0
COSMOS 397 DEB,1971-015N,2022-12-15T04:09:57.103776,13.99400837,.0519503,65.6901,321.7220,295.2868,59.5245,0,U,5019,999,53118,.25895E-2,.12297E-3,0
COSMOS 374 DEB,1970-089W,2022-12-14T15:42:53.089632,13.42018208,.0776409,62.9231,95.4236,47.2019,319.1670,0,U,5020,999,50612,.27718E-3,.881E-5,0
THORAD AGENA D DEB,1970-025HY,2022-12-14T09:50:02.435424,14.18447348,.009155,99.8397,149.5962,102.5601,258.5829,0,U,5024,999,68998,.62782E-3,.1299E-4,0
THORAD AGENA D DEB,1970-025HZ,2022-12-15T08:27:19.543392,13.49875193,.0044137,100.2210,12.2857,263.2259,110.7086,0,U,5025,999,58692,.4201E-3,.221E-5,0
THORAD AGENA D DEB,1970-025JA,2022-12-14T10:19:04.439136,13.72981500,.0035166,100.2248,144.7505,102.6264,314.8892,0,U,5026,999,60852,.13291E-2,.1182E-4,0
COSMOS 374 DEB,1970-089Z,2022-12-14T17:54:15.809184,13.11797679,.0635669,63.2835,151.0647,256.8131,96.1249,0,U,5028,999,45697,.64883E-3,.557E-5,0
SCOUT A DEB,1970-067C,2022-12-14T18:24:05.478912,14.22041029,.0022673,89.9029,262.2027,206.0420,153.9632,0,U,5036,999,67414,.66566E-3,.1486E-4,0
COSMOS 397 DEB,1971-015P,2022-12-14T15:53:06.509760,13.64540216,.0648695,65.6148,157.4233,164.5777,197.6129,0,U,5042,999,47585,.23415E-2,.8146E-4,0
COSMOS 400,1971-020A,2022-12-14T17:16:41.570976,13.72154238,.000701,65.8248,101.8445,309.7421,154.4062,0,U,5050,999,59226,.16412E-4,-.65E-6,0
SL-8 R/B,1971-020B,2022-12-14T21:33:39.535200,13.75892018,.0050695,65.8147,225.1969,353.0549,6.9805,0,U,5051,999,59751,.76734E-5,-.73E-6,0
SL-8 DEB,1971-020C,2022-12-15T11:21:21.367872,13.73428788,.0005709,65.8220,46.6295,293.7396,155.2145,0,U,5052,999,59372,.50133E-4,-.34E-6,0
TITAN 34B AGENA D R/B,1971-021B,2022-12-13T03:35:09.900096,2.19919174,.6973253,63.4286,212.3689,270.5515,17.0407,0,U,5054,999,2891,.11355E-2,.217E-5,0
THORAD AGENA D DEB,1970-025JE,2022-12-14T16:19:43.718304,14.14039194,.0151781,99.9871,260.6358,64.5334,297.1451,0,U,5060,999,69632,.435E-3,.871E-5,0
THORAD AGENA D DEB,1970-025JH,2022-12-14T18:28:51.254688,14.42917835,.0013388,99.8581,177.3147,203.7717,156.2851,0,U,5063,999,66732,.28236E-2,.9406E-4,0
